track_id,track_name,artist_id,artist_name
2HeklDtV8HpT8tfUNbjuNU,As We Collide,1hu8RDN5gKsi2YYvWTOAqY,Christian Burns
0qMftNmfERMFG8TxBaox7r,Wave Force - Original Mix,3QvkvcPPbprCYKegS5Eq5g,Perry O'Neil
1IRGBM9JcGIm7fbztMo3gL,We Control The Sunlight - Extended Mix,2hL1EouqXLtBEB6JKnPF0h,Aly & Fila
1brsY5YlVuXHo8tzPT3fID,Midnight Express,1Yo851QA7Zzf8USY7xkwVe,SplitSecond
0pdIK84cUPqRuKZ261ZG2O,Not Coming Down,2ohlvFf9PBsDELdRstPtlP,Ferry Corsten
2DtwT7YE4gJUSbo3x2aZBk,Suddenly - Ferry Corsten Remix,64MoFdq8ORI3V98AR5SPWL,BT
0uPminoDU1Qia4wSJlPTD6,Rebound - Original Mix,0LyfQWJT6nXafLPZqxe9Of,Various Artists
0R0S2PsKD1lH8Qc9zw6ppd,Innocence (feat. Jessy),2ldC3ttdH00Mhsxwp6LMeP,The Mackenzie
05y1Lc6ti5rP6L6FPbCJrR,Beautiful Things (Gabriel & Dresden Unplugged Mix),12hXa5arH0RHd2Ec7zjSNy,Andain
40LQiUUUKXVGyNs09lHVjW,Lips Of An Angel,6BMhCQJYHxxKAeqYS1p5rY,Hinder
7AZtv7mEE1jvZH6YOisyPa,Shot At The Night,0C0XlULifJtAgn6ZNCW2eu,The Killers
3l8dM1wjgFh98jpiq5ZCe7,Jump into the Fog,0Ya43ZKWHTKkAbkoJJkwIB,The Wombats
5vefQfYc9Oxn8VHfgUCi1q,Fake Tales Of San Francisco,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys
12sYWro0wGQpq0rjE0lKcm,Shake Me Down,26T3LtbuGT1Fu9m0eRq5X3,Cage The Elephant
0Xy9xPPs2zRRFqljGqKXel,Pyro,2qk9voo8llSGYcZ6xrBzKx,Kings of Leon
4ToYlykhwpW98KtMIGnWQK,Ocean Breathes Salty,1yAwtBaoHLEDWAnWR87hBT,Modest Mouse
0gbLfFlEyVHiKzlZIb0gce,How Far We've Come,3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty
44psOy0D0SP8rcIiUgKgBs,Tightrope,6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON
6vODhpvfWwdsO0i9MBWnEq,Dani California,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers
32fmQsWSAaDas2MJRyMSGG,The Ghost Inside,6dgwEwnK0YtDfS9XhRwBTG,Broken Bells
6PvpKM4BW48ic8cbM4Vxcg,Man in the Box,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains
04xogwJOuihGJT6oUatJ1N,Flood's New Light,3qYfqdVwX0fil71onLpLkh,Thee Oh Sees
1PchfarnjfYIwLhMtzyoa6,Falling,4Ui2kfOqGujY81UcPrb5KE,HAIM
4qx6KUiBAsuZB9ubcreapu,Matilda,3XHO7cRUPCLOr6jwp8vsx5,alt-J
7vIBxqsNQZ3PehEFQr1ZGt,Something Good Can Work,536BYVgOnRky0xjsPT96zl,Two Door Cinema Club
2UaJHs6wlASNl7q34j7hK1,The Zephyr Song,0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers
7ArHv3Ry2dWHFwQ8b5BoON,No. 1 Party Anthem,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys
3Agiwcd2KjBOG2MkckhC3i,Hear Me,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons
15VRO9CQwMpbqUYA7e6Hwg,The Man Who Sold The World,6olE6TJLqED3rqDCT0FyPh,Nirvana
3m6KkYKdnbffMpGd9Pm9FP,Seven Nation Army,4F84IBURUo98rz4r61KF70,The White Stripes
2XYRxeXd56lzqTBzO41ARO,Mona Lisa,3kGhAL9j1WyNjNkWTRQd8T,Atlas Sound
7gpy7sfWPNuOKmUNs3XQYE,Carry On,5nCi3BB41mBaMH9gfr6Su0,fun.
3Mm6SbccILcchqKds6rOse,Muddy Jumps One,4y6J8jwRAwO4dssiSmN91R,Muddy Waters
63q01gpBbppg8zyCGFzY02,Skinny Woman,2drMeidRg4jc07neGOL0Ip,R.L. Burnside
2ZCs3CbZkxpTIcqc2fFV1U,Marry You,6PAt558ZEZl0DmdXlnjMgD,Eric Clapton
2Bxl3BX4rMUSfpjcmcTgKv,Better Not Look Down - Single Version,5xLSa7l4IV1gsQfhAMvl0U,B.B. King
4pdLyulbYLCrPmDzWWeJIZ,I've Been Loving You Too Long,60df5JBRRPcnSpsIMxxwQm,Otis Redding
2Vi98QoGNjD33j9EffSWFZ,Something Inside Of Me,0q9kpdDkEA3H17gcRMjgVS,Elmore James
6s0NHplywwr1IjnQpUpWJk,Bad To The Bone,4n31svBA9GGIYxGxgrQaRK,George Thorogood & The Destroyers
3s8LPp3dVCrIWtuieUWoS1,Parchman Farm - Mono,2ScuQMRWThcifBRIvNDFDC,John Mayall & The Bluesbreakers
5lCJPGoY1T7fGjXE7BPhsW,Soon Forgotten,4y6J8jwRAwO4dssiSmN91R,Muddy Waters
5sbnWM2zCmjhRUpZG7cvIY,Baby Lee,1yNOfXGQNGjAynk77wv85x,John Lee Hooker
2xa35aj67lT8L4teMR64XK,He Doesn't Know Why,4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes
29fflNwELe8dHQ2zN4IAGw,Six Days On the Road,1aTDTChWWyiJH3SEnYrdVp,Taj Mahal
3FVBOuiSks5oYN5dTt0JZN,All Your Love - Mono,2ScuQMRWThcifBRIvNDFDC,John Mayall & The Bluesbreakers
0h1GQXLDD4TvQ8WrZMe7kB,Cajun Moon,06nsZ3qSOYZ2hPVIMcr1IN,J.J. Cale
3tvyQCSm1QcWURgGvygvke,Am I Wrong,6iDaoPZVgxrTkndDCisX8F,Keb' Mo'
7zto61V8ySp03Qi6X1LU2X,Tin Pan Alley (AKA Roughest Place in Town),5fsDcuclIe8ZiBD5P787K1,Stevie Ray Vaughan
0aMyEvjv8gmIqsXMDPU1rj,Woke Up This Morning - 2002 Digital Remaster,23wr9RJZg0PmYvVFyNkQ4j,Gary Moore
6iWEziF9Xl5vPUKspSJ1h5,Looking For Somebody,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac
3bfKHX54Ou4z1iUiz5Yfl5,Mr. Highway Man,0Wxy5Qka8BN9crcFkiAxSR,Howlin' Wolf
3edkWGIcAX4ydLtGdI2MFX,Done Somebody Wrong,0q9kpdDkEA3H17gcRMjgVS,Elmore James
44hdEnRi9DxCfrsWOU69Cn,I'll Be Around,0Wxy5Qka8BN9crcFkiAxSR,Howlin' Wolf
2DqhYIXOALtN0NQXVb7obH,From Four Till Late,0f8MDDzIc6M4uH1xH0o0gy,Robert Johnson
3E0VKSvZp76kvBU2WwwBul,Leaving Trunk,1aTDTChWWyiJH3SEnYrdVp,Taj Mahal
6tThUL3Xy51DYijYTXBlLU,Hummingbird,5xLSa7l4IV1gsQfhAMvl0U,B.B. King
63vJRHgZyFTMUaMtkdiD2g,All I Could Do Was Cry,0iOVhN3tnSvgDbcg25JoJb,Etta James
0W5g6u4ccnW7hjudurP4K8,September in the Rain,16ZNeXjYLFFjXAA58X1izI,Jools Holland And Paul Weller
2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,0hEurMDQu99nJRq8pTxO14,John Mayer
4qrrz2Pd8hMpPyIKSscyNs,Big Boss Man,41ZMMuFFLPTVPkUsSI5KlV,Jimmy Reed
39KP4XfrP7Uu6fpYLSAn1v,The Wolf Is At Your Door - Howlin' For My Baby,0Wxy5Qka8BN9crcFkiAxSR,Howlin' Wolf
0W7dZ3kbTOfQP5ZWZZqj9N,"One Bourbon, One Scotch, One Beer",1yNOfXGQNGjAynk77wv85x,John Lee Hooker
7aO35V27YDi4hKOL9odSya,Bright Lights,01aC2ikO4Xgb2LUpf9JfKp,Gary Clark Jr.
5aBpIqXfktr9SSwyAi8Hlj,"Corinna - From ""The Natch'l Blues""",1aTDTChWWyiJH3SEnYrdVp,Taj Mahal
2HsUsb8EO0txxp62D9E1xT,Battle of Jericho,5WM5zPOswRcPu07rxP2dQv,Hugh Laurie
756CJtQRFSxEx9jV4P9hpA,I Believe in a Thing Called Love,5r1bdqzhgRoHC3YcCV6N5a,The Darkness
10IU9WU6rbRR5GE2WhCN8F,The Age Of The Understatement,2Z7UcsdweVlRbAk5wH5fsf,The Last Shadow Puppets
0Di9bVr9kej3oMs1K08k3J,Your Biggest Mistake,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding
0hCW6LbmFCYwM1uGmnjjNe,Karma Police,4Z8W4fKeB5YxbusRsdQVPb,Radiohead
1lCRw5FEZ1gPDNPzy1K4zW,We Are The Champions - Remastered 2011,1dfeR4HaWDbWqFHLkxsg1d,Queen
11Z7DsmzTwKIEbSSnPwH1C,Knee Socks,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys
6dcNZyddzWR68vdrkdqXAc,That's Entertainment,2P560DaOMNDUACoH8ZhOCR,The Jam
7h8Ud480Fm4ReUVxgFF9ZX,Rolling In The Deep,4dpARuHxo51G3z768sgnrY,Adele
2Sy1KFLXBQjxqj6lCeIBCB,Oh My Goodness,3whuHq0yGx60atvA2RCVRW,Olly Murs
5E7eg8Q0BOTozh8a1a4xaB,Little Games - 2003 Remaster,2lxX1ivRYp26soIavdG9bX,The Yardbirds
49A2Su130yg7cbpONxby8e,Ever Fallen in Love (With Someone You Shouldn't've),2DxlS3lTLFIq70S7ap5H3y,Buzzcocks
2x7cxHkkKF4afADOkrxe6J,Like Eating Glass,3MM8mtgFzaEJsqbjZBSsHJ,Bloc Party
5nTvTIeuZ9LNiZtNQhVRyL,Stereo Soldier,3e7awlrlDSwF3iM0WBjGMp,Little Mix
4RC5YmcpCbRsX3AtRzoQeh,Over Again,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
4Y61BZmHNmasykxHmqxMRC,That's Where You're Wrong,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys
1pUNeXXcmAJOyK6TiVL49n,Babies,36E7oYfz3LLRto6l2WmDcD,Pulp
6FBpIPlWYCQyXiJsmIDTOV,Some Might Say,2DaxqgrOhkeH0fpeiQq2f4,Oasis
1SQdS3nQT0OALklAVANDnM,Things We Lost In The Fire,7EQ0qTo7fWT7DPxmxtSYEc,Bastille
5HjSqpsiBGopIexwdNeU0N,Itchycoo Park,0LyfQWJT6nXafLPZqxe9Of,Various Artists
54gdzag84r3ZHHsWNF0PQT,Happy Hour,77D38RDgCtlYNLpayStftL,The Housemartins
2oiMNaVCul7qmMzpRStjCg,Land Of Confusion - Remastered 2007,3CkvROUTQ6nRi9yQOcsB50,Genesis
1LM6kwIYSY6864gf0tstlr,Sofa Song,1GLtl8uqKmnyCWxHmw9tL4,The Kooks
7ec55GDkRIBmsI8XKrG1lu,Disco 2000,36E7oYfz3LLRto6l2WmDcD,Pulp
5eURoNeI5bjIVEdAQkXRQg,Piledriver Waltz,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys
2afCBiru10AFckfOa49wIa,You & I,4AK6F7OLvEQ5QYCBNiQWHq,One Direction
1LxpNtl2Rm1oy7L8IObeCg,Slide Away,2DaxqgrOhkeH0fpeiQq2f4,Oasis
3AqsKFPCvERTPo9GvNn452,Don't Let The Sun Catch You Crying - Re-Recording,3UmBeGyNwr4iDWi1vTxWi8,Gerry & The Pacemakers
4c9WmjVlQMr0s1IjbYO52Z,My Number,6FQqZYVfTNQ1pCqfkwVFEa,Foals
1SXP53Ue7P7ZBiDeRUG9H4,Ulysses,0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand
6LtPIXlIzPOTF8vTecYjRe,Bleeding Love,5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis
4bPkBHKLKd9WHizsvM2zV3,Warning Sign,4gzpq5DPGxSnKTe4SA8HAU,Coldplay
2EwEtZrsBpjLmwhe7GCGhs,A Message to You Rudy - 2002 Remastered Version,6xnvNmSzmeOE1bLKnYXKW3,The Specials
393IXhr8v1Y5Ze5DOf9jaV,"Don Giovanni, ossia Il dissoluto punito, K.527: Overture",4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart
1UQHEsNF9Ow2LI1XCeVI51,"Symphony in D Major, Hob. I No. 6 - ""Le Matin"": I. Adagio - Allegro",656RXuyw7CE0dtjdPgjJV6,Joseph Haydn
0Y4jWsQaUsfMR5Izt22Po6,"Préludes / Book 1, L.117: 10. La cathédrale engloutie - Live",1Uff91EOsvd99rtAupatMP,Claude Debussy
7tdGrKDRvrY5k5ERlsr4wu,"Canto Primo from Suite for Solo Cello No. 1, Op. 72",7MJ1pB5d6Vjmzep2zQlorn,Benjamin Britten
3SZyzIH61YD58TzEsebx67,Suite No. 1 For Solo Violin (1927): Fuge: Munter!,6GzpEShG7BxIUvG1mKzkM5,Ingolf Turban
1zWaVBjPgKcFM25rpAAjKc,"Piano Concerto No. 3 in C Major, Op. 26: I. Andante - Allegro",4kHtgiRnpmFIV5Tm4BIs8l,Sergei Prokofiev
1n8NKQRg8LVHy7oUhUgbFF,Hedwig's Theme,3dRfiJ2650SZu6GbydcHNb,John Williams
5pg9vSNAOFLtyZpUU42cBo,Warsaw Concerto,06LiIUiAEMBc6yLMXn2aEV,Richard Addinsell
50QqEXWsT4M0fP6HnrmgSi,"Le nozze di Figaro, K. 492, Act I: ""Non più andrai""",4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart
0JOZf6b4ubKHIVrwnxVbXQ,"Piano Sonata No. 1 in F Minor, Op. 6 (orch. Rogal-Levitsky): Sonata No. 1, Op. 6: Marche Funebre",3EhiDphpXGMQqEVbKfSjPW,Vasily Rogal-Levitsky
3KnRy8U5lNDckLNI0JxeBT,"Bartók: Piano Concerto No. 3 in E Major, Sz. 119: II. Adagio religioso",5zyNXVd952fWOjkdGHCvPd,Béla Bartók
3DnLGuX4YU3PGein8vo5Zt,Orfeo et Eurydice: Mélodie for Piano Solo,7vfydQ0nVBVgJ0ajs8EtRM,Christoph Willibald Gluck
262HumMy5ZLcRgsP36CSyx,Ecce virgo concipiet,2j7yGPnVrdIHjHwtyLPJ2z,William Byrd
2vNFGpMub5nBHnHaOIoAIw,"Cello Sonata No. 1, H. 277: I. Poco allegro",2cN9SgfyZo6l6TijoewUaZ,Bohuslav Martinů
7JhTcgo91ELuSZb31yTtH6,Violin Concerto in D Major: I. Toccata,7ie36YytMoKtPiL7tUvmoE,Igor Stravinsky
2LFGLqK12IzOi5sSu5wQJ6,"Symphony No. 4 ""Los Angeles"": I. Con sublimità",2P6ygesd9xg5DPOBnda2jg,Arvo Pärt
1tf5l5Cur6hdwoStk1f1WY,"Verdi: La traviata, Act 1: Prelude",1JOQXgYdQV2yfrhewqx96o,Giuseppe Verdi
2jUfzc1laRhp7krOq6zSns,L'apprenti sorcier (the Sorcerer's Apprentice),3KpcdlqCaWWruPfmM2rWy1,Paul Dukas
6UIn6aFGQYeP2gNAlzSxDg,Constellations,1U0FaHAc4fcwQcYEJFgkm9,Balmorhea
7cg8S2oryXnrMyMjrqO4Vd,"Napoli, FP 40: II. Nocturne",4IAWVxo2fpTBPn6k7GZ3eY,Francis Poulenc
0QhS1nUm7KHdR4fCLWorbR,Concerto for Viola & Orchestra: I. Andante comodo,6RsX7qYw5KVKiOjS8BxjL5,William Walton
3zyeX4u4HUOC3NayEJOyck,O sacrum convivium!,6CS9O2pE67oq44GZuBEBuD,Olivier Messiaen
2yJVk6jfa2xAEqVb2qDFgn,Fantasia on a Theme by Thomas Tallis,7wNkISK49lKeXuRaZcQVFe,Ralph Vaughan Williams
