track_id,track_name,artist_id,artist_name
5szmwG86IFASvYrca21MEz,Work Song,2FXC3k01G6Gw61bmprjgqS,Hozier
3gqP2hxwgi6mb8FhtEe4zU,The Wolves,5schNIzWdI9gJ1QRK8SBnc,Ben Howard
6pav0KCJLInt6cjZuVJBI0,Crucify Your Mind,5PrHzxc3kFm4hIrGNmelpX,Rodríguez
4I1BlAeZK4UBSCKoaz8vQS,If I Had a Boat,7FDlvgcodNfC0IBdWevl4u,James Vincent McMorrow
1HKmoAuX4b9cg6yuZ8HV0Q,Wooden Ships,2pdvghEHZJtgSXZ7cvNLou,"Crosby, Stills & Nash"
3MdYFBIzPf7lSJnI8wi3Ka,Only Love,5schNIzWdI9gJ1QRK8SBnc,Ben Howard
3SJx3cetPC5xyt4Y8u99Sy,Sun Song,0jkK3K1ATFFHofEWjd2i00,Laura Veirs
3OgFDe00n9f7PZ8gel5Pfd,"Known, Seen, Judged",5OzARx9rLQW5jurYNJ62L0,Torpus & the Art Directors
4GY7FKDpl5MkO78zHCSbZi,Lorelai,4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes
33BoJJrV065a1mfPpWOLi6,Time To Think,0h8q5Df7MVYUDg4Ic8IHwF,Sean Rowe
4wt6vtIo3um2UFCwLe3uCR,Being A Mockingbird - Live,6SJt67wYCaKq6TTdqiRwFv,Bobby Long
0MGMZ1413F9obd1qt4vkhy,Ten Thousand Words,196lKsA13K3keVXMDFK66q,The Avett Brothers
14Zdkq8duIwDKJKqJkR3ZU,Charon,6GFfu1alUSrL7qazImC160,Keaton Henson
3nhJpxZXEQTsZwrDUihXQf,Drunken Lullabies,5kQGFREO5FzMBMsAO3cEtj,Flogging Molly
3YQSm2QmBNa0FN1qj1UFYM,Skinny Bones Jones,2SpB7zOsiPH0P4g5nWzo4Y,Infantree
26uHwSHlaK5mskSMhbRod3,Luckiest Man,6FxuPrpa8phaP3Xn73emhT,The Wood Brothers
5AKMXbvcCec4AddAZskCkq,Acrobat,6mKqFxGMS5TGDZI3XkT5Rt,Angel Olsen
1lhtOsCUtm0kND96OtDeNw,Tree by the River,4M5nCE77Qaxayuhp3fVn4V,Iron & Wine
64Dlgk4d6JbiT8UoaHB4g0,Movement and Location,4gFssfOmWNY3LfIZ3zyoy4,Punch Brothers
177pePxmKgtYylD5OOMYei,Feeding Line,2NqgE99Ll5vOTvmbN7O2R6,Boy & Bear
25J4d78ESH2MgAJoIakB8O,Lost In The Light,4C50EbCS11M0VbGyH3OfLt,Bahamas
