track_id,track_name,track_popularity,artist_id,artist_name,artist_popularity,artist_followers
0mqTcM8kuu2IYPotMt7AzS,Make You Feel My Love,1,4dpARuHxo51G3z768sgnrY,Adele,84,44110183
2Guz1b911CbpG8L92cnglI,Your Guardian Angel,65,1SImpQO0GbjRgvlwCcCtFo,The Red Jumpsuit Apparatus,62,1217537
3TWhG8Woo2cL4h5iPMRYze,Earthquake,18,55VydwMyCuGcavwPuhutPL,The Used,62,1044030
4fmqkdu2h52b7pDNQWeiOM,Good to Know That If I Ever Need Attention,0,168dgYui7ExaU612eooDF1,Brand New,57,677343
6BLLQndvA0rLbLcIZmuuEJ,I Don't Wanna Be In Love (Dance Floor Anthem),58,5aYyPjAsLj7UzANzdupwnS,Good Charlotte,65,2306111
43gUDWFZTUhXBy7zV01CYE,Morning Calls,0,4ERtgeBbWRkFzIz6LaFCeY,Dashboard Confessional,56,557577
048cc6g1z4n8wuVN67NCVL,Set The World On Fire,0,6O7MpKrY91vlCd4Osi6XKs,Black Veil Brides,62,1767744
7tflBhZXft1NCDrytHnCYv,Soco Amaretto Lime,0,168dgYui7ExaU612eooDF1,Brand New,57,677343
423FiDerFgzeEcqKEOmZ81,Saturday,50,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,77,9643381
1Kf4N09laoNZfMmvQiIBez,"Down, Set, Go",45,3GzWhE2xadJiW8MqRKIVSK,Underoath,56,545482
6YRzgyDwvfAaqqSNgWhttU,Godspeed,50,5v61OSg53KaQxGMpErkBNp,Anberlin,54,295537
1OiLLqIBDyRvW0lvAFWpNc,Cat And Mouse,0,1SImpQO0GbjRgvlwCcCtFo,The Red Jumpsuit Apparatus,62,1217537
5kcu5cAyIj2XbtdwQmsc12,Cavanaugh Park,0,71h7GTahhKcSkQ1ayhTvOD,Something Corporate,45,161822
6bKOjicu3N5gm4AAhueZx7,Yesterday's Feelings,38,55VydwMyCuGcavwPuhutPL,The Used,62,1044030
1ZI8t7wPMtwggQHrhN2OST,God Bless You,0,6O7MpKrY91vlCd4Osi6XKs,Black Veil Brides,62,1767744
7dedfbRRBWpLisnJyzLUay,Your Protector,0,4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes,64,1238838
49FiU7fWnjZ0R5AyT6L0kF,Tuck the Darkness In,0,4MoGkOmfK6oKi1Isc8Iv9m,Bowerbirds,33,43494
0LcybXutIvhS5t5cwT5eYT,Waitin' For A Superman,0,4M5nCE77Qaxayuhp3fVn4V,Iron & Wine,62,1034562
0iPVr4cXc1suTX0ep6Gn2Y,Flame On My Head,0,1A6zWJwn4XmdZZgob3wYPM,Blaudzun,36,42877
2mSuo3pB7VknzwD0WCS3RS,Ghosts,0,0n94vC3S9c3mb2HyNAOcjg,The Head And The Heart,62,1013962
6WlS5FP9XcB410zta3C67v,Flume,0,4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,75,3311248
7bdsD2f0LtNJjRo3JNM850,You Never Need Nobody,33,7JFtD8KnbAADBBDleIMuH7,The Lone Bellow,49,88054
0lwafb9HOIaXQVqbRkbEqs,Peace Train,49,08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,68,1616135
7JXQBlI3GAlqH8LoHTlhoh,Revelation Blues,0,2BpAc5eK7Rz5GAwSp9UYXa,The Tallest Man On Earth,53,622034
09mIPrN6IFVWZU8Ik67FVT,The Brightest Lights,37,6QKDcdjtwqu4E7rztEUQu5,King Charles,41,83395
2cq3mFSgiXna6SnUH9eIts,Operating,0,4vzLZN7MD9TVnsLK7bR5oF,Lady Danville,17,9452
3nhJpxZXEQTsZwrDUihXQf,Drunken Lullabies,0,5kQGFREO5FzMBMsAO3cEtj,Flogging Molly,54,611397
0alXWwTcr1reJRYkhjauN1,Pillow Talk,38,1xLMexpeeTKQ20SwGMaGSK,Wild Child,52,146260
6VCy2Anl12W1dadkMnbMlW,The John Wayne,0,2Vz3AN2wY3xjS2jCaGMVsy,Little Green Cars,35,61353
0IvgwrCjioP7AdGgcddPKK,I Followed Fires,0,0lSENl3bteP8p2NbiSP7RM,Matthew And The Atlas,44,110672
69dDr3w8IIcOGKwlW5XntT,"Keep It Loose, Keep It Tight",57,0QrowybipCKUDnq5y10PD2,Amos Lee,60,444820
1qzt2ToffCAGZEaeGpFycc,No One Knows,33,3Ukr3Ufjg8ygRJv7Ww887f,Screaming Trees,45,280976
1qUIcBBPZZSOva4cx3zqxi,He Didn't,0,5xUf6j4upBrXZPg6AI4MRK,Soundgarden,66,3754907
6jn46QaU0LusKc0TePPuoy,You,0,3R6c2tWDBeYB1GncjLMn9n,Candlebox,52,764339
22b8heZ3eqjtXEAafnxFM5,Stone,0,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,70,4227087
6dvNnB5CeGi2Ztk8LHu240,Blinding Sun - 2008 Remaster,25,7LuYiSXiWs86rwWJjEEgB9,Mudhoney,43,239963
4ekUwwCPIKT1ef5GllLSk1,Last Kiss,51,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,73,7858934
7LX5GiovircvknKgdodqf7,Kool Thing,0,5UqTO8smerMvxHYA5xsXb6,Sonic Youth,58,953718
6qtS4LsvWokQZ54Z56fOno,Blew - 1992/Live at Reading,0,6olE6TJLqED3rqDCT0FyPh,Nirvana,80,16361694
0Q66odIBzoE4HR5xyEvqmr,Anger Rising,36,5HUFo8AH9ZILmlyKFfEMNP,Jerry Cantrell,45,253330
53rVYwGiKUC3gYX8SQQYYU,Something In The Way,0,6olE6TJLqED3rqDCT0FyPh,Nirvana,80,16361694
6GhARgb2Nl2GboIVdQsevV,We Only Come Out At Night - Remastered 2012,0,40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,71,4202480
6XmpvInnm4EgCUgXMTqIRR,Cumbersome,41,2zsLaQhHFdQPdFXqG1nRmM,Seven Mary Three,48,274015
23JkMspKjlSdIwvmll4hRA,Goin' Blind,43,6aVjo0xHSiuW5hkasoYSR3,Melvins,48,326754
6t6L6kLosuIY7Wl9cHnYpS,"Heaven Beside You - Live at the Majestic Theatre, Brooklyn, NY - April 1996",48,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,70,4227087
1NnUbdEvJigY0ARnoOgDrv,Dissident - Remastered,56,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,73,7858934
3vvrWTjs7c0Y1Rk9lXpZgm,Son Of A Gun - BBC John Peel Session 1990,0,6olE6TJLqED3rqDCT0FyPh,Nirvana,80,16361694
08IMar818SkF4xZmkNfbi1,Frogs,44,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,70,4227087
6qpN7PrkVsP3N3xO7WlCaw,Self Esteem,0,5LfGQac0EIXyAN8aUwmNAQ,The Offspring,75,4782719
6YZVof4lOcfMub41xPFbm0,Blew - Remastered,0,6olE6TJLqED3rqDCT0FyPh,Nirvana,80,16361694
4Pd29XwNou8SVdjcoVR4WP,In Hiding,39,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,73,7858934
1vc2YF7ZvUtwr45HNpdGch,Numb,1,1URnnhqYAYcrqrcwql10ft,21 Savage,92,12107195
3TXy6nchgKeYlVwOKNk9lE,100 Shots,67,3HiuzBlSW7pGDXlSFMhO2g,Young Dolph,72,2273374
0Altlm3kLPob56k2qqR4i2,Money and the Power,54,6KZDXtSj0SzGOV705nNeh3,Kid Ink,67,2910521
0iFOG4Ki9aDmJUYUFHQlPG,Frontin' (feat. Jay-Z) - Club Mix,66,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,80,4077572
24b20V609aI0WJ8LyxR8qx,The Game & Skrillex: El Chapo,0,0NbfKEOTQCcwd6o7wSDOHI,The Game,73,4288321
3H1WufSXLnOPckdJnFDbtF,Leflaur Leflah Eshkoshka,49,6VimeBsWv0rmWzxd6roZZC,Heltah Skeltah,41,123069
5sv4LTz8qayQYnXlzaxg2x,Drifting (feat. Chris Brown & Tory Lanez),55,02kJSzxNuaWGqwubyUba0Z,G-Eazy,74,5111661
4AFgK4wP1iD5i8BYaLr9Vf,You Da Baddest (feat. Nicki Minaj),54,1RyvyyTE3xzB2ZywiAwp0i,Future,87,12514791
7cGFbx7MP0H23iHZTZpqMM,Everybody,63,4xRYI6VqpkE3UwrDrAZL8L,Logic,75,5812874
2jt2WxXMCD4zjACthkJQVE,The Ringer,68,7dGJo4pcD2V6oG8kP0tJRR,Eminem,91,62163501
1dF5Y2dd7Wm4wZKvVjWBpr,1st of Tha Month,65,5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,64,2472403
3i01Zk9c0FQ5HA1WJjflXI,Kung Fu,0,0huGjMyP507tBCARyzSkrv,Cordae,66,1833223
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,82,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,85,14077353
3XQY8kDjI8LARMIC9xkxQk,Hard in Da Paint,62,6f4XkbvYlXMH0QgVRzW0sM,Waka Flocka Flame,65,2532125
7m47Go71qTMBs4kTH7U8F8,Pursuit Of Happiness - Extended Steve Aoki Remix,52,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,81,6158004
119c93MHjrDLJTApCVGpvx,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",74,34EP7KEpOjXcM2TCat1ISk,Wu-Tang Clan,66,2537937
