track_id,track_name,track_popularity,artist_id,artist_name,artist_popularity,artist_followers
7Afts5sVYt9oeQZNjrIojK,Dancing Queen,37,0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation,66,2289549
3pRBB1XdQruTRXLJaX2Er7,I'm,0,5apQNcVDuLPMd5yFznjilb,부부(Booboo),0,5
1kJscwYUrrAtDXMe4cfUz3,노트북 (Notebook),0,1ALSqzvl13pRiHxNJvgjff,8Eight,1,1459
7b6wyMzamZgtK0E6tgQOnO,진,0,5MAA8HJ5GHUr0AZboQVUDV,김태성,0,26
7dcpMt4c2PIERCzV2zUD1T,Stay (머물러요),0,5UKoKVlU7EDN4UgDuVRAbX,Baek A Yeon,43,231308
5rsLV4FO0E9Tpbj9t8F9Sa,끝나지 않은 노래 (Epilogue ver.),0,42Hs3ZckruMniGD2T4Nmko,노영채,0,48
7toDG9fohnjU2y2tbg9teG,회상,0,5Kdp1Iq26eCz7XbPxOgt7F,SUPER JUNIOR-K.R.Y.,38,246001
45YZGg3GNm46qfh1SpOoQO,The Boys - Clinton Sparks & Disco Fries Remix,0,0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation,66,2289549
4P6121AyLHyUzsdXwtY2wo,The Senior (老將) (Inst.),0,459tVR1zPUmVwOROer0adD,BILL STAX,32,17754
0nkabWhF70jMNuKbRUYpG5,Por Voce (For You),0,7uhOcLi85Fj8PlOempXh6z,Pudditorium,12,1616
3SGWdvi8VnoTgcwqXvx24C,이젠 지쳤어.. (inst.),0,00R8ml7PSORcOeSOyN2ivQ,1sagain,9,444
2npV0FotZtnSblfMrDfsB3,다른 얘기 좀 하자 (inst.),0,5jY5Rma8az65AQluITQvbH,SOOL J & STi,0,100
0IRJadRzG1ypfqEgb1BxGS,Dear TV (해열),0,3NdOtTPPaXrCyC7Lpmzyhv,Tablo,45,215830
7zIVF097Fpj7cAPAKr2OZV,Don't Cry (Feat. 라이노),0,2vAttwKn3MBAKe3rE4ndr8,요셉,9,99
6BaZmJzvAtXx72MjSHSlbf,MR. TAXI (Original Title : Mr. Taxi),40,0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation,66,2289549
4osf4pvfkBm7hkTW5XQynt,난 그래 (inst.),0,08LgllVQD90yM2WtZrOgU1,황지환,0,7
6mObvBogGJSVqKOp8RNebE,Love pop (Acoustic ver.),0,4h0Xhi9R88E3SqGzHpajrq,Shin Goeun,2,258
3Qx89KFeW0iiMmDK6CKdvo,Bad Girl (feat. Ray Hill & 2Deep & J Flow & 박유라 & JD),0,4OnLRA7d6NYVsA3HVxiNl3,뉴 다이너스티 (New Dynasty),0,52
4lvXXtotcDn1Gl0lxty9WT,로맨스데이,0,5WzWThZOaAxGBxWP3E0vxl,V.A,1,746
4SqJ3LR7zbGYmWlHiprq9P,너에게 가는 길,0,1Pv14y3Z8bw5VizxkDviJd,제이심포니(J-symphony),0,232
4gElT1qSEwywnIFhNQSpN0,잊혀지는… 잊혀질 시간들,0,0fauHpmSHwodVYIjTqOGHz,Yiruma,65,985778
467ZFgnPyqTxpxdCt1SYwO,Paris,0,7x2TQ2hsCj1I1eAWpgPlZF,Yoon Han,18,2695
7KIdiNlHgOWaMUlyodRIoG,How Great Is Your Love(Original Title : Still Believe In Love),0,0Sadg1vgvaPqGTOjxu0N6c,Girls' Generation,66,2289549
5Y7AYvB660UruGRr5XGwW8,God Is My Best Friend,0,72mwEKYSc4DtLpGpk22Jle,Steve Lamount Harrold,0,1
5nu6DuYXU9oR5XCufB4vMH,Here Comes the Sun,25,4wwj0BGZ6T61LB1jBWdo0n,Caspar Babypants,49,33491
1Cx2qZoBKjHtbCy3Ip5WFo,Dinosaur Christmas,0,1Pb2YKNuDHIKuEFmU7MkEl,Wee Hairy Beasties,3,190
2gLAI8WGYCjrEGvVIataGr,Counting Stars,0,1Vvvx45Apu6dQqwuZQxtgW,Kidz Bop Kids,67,900675
1KirPfRlqct69hhRLwsj4y,Shoe Fly,0,70YKGJIba7b2U4661Vvymo,Enzo Garcia,10,356
7sqCmCXqkdGgkEQ4nj6I7C,Lullaby Jazz,0,5tPovSCzPEpng7vjbErJQd,Children's Favorites,6,7512
1FqrxpHJiAR9jqixcLmE8l,Old Folks' Boogie,0,54vvdbHFYqhfG1aHAFgGZA,Al Simmons,8,428
4z7QGidwzfe59eny2SF8aj,Smells Like Teen Spirit,32,5bHjVR4F2Tfq4Ha6x7K6wU,Rockabye Baby!,61,256464
2LKqUBwdGMFfxBtj9pGq4n,Here We Go 'Round The Mulberry Bush,1,56VxN57aiLCz1TXtVi9Pt6,Music For Little People Choir,41,5904
6rqY8aewgPpg4ILN96vo3f,Ba Ba Black Sheep,38,4wwj0BGZ6T61LB1jBWdo0n,Caspar Babypants,49,33491
33mE5iKvPnMqHYwkvJzXl4,Jungle Boogie,0,0thwL1viMWyt5XSUE3Gosu,The Sippy Cups,2,2059
7dqbmpVdDgjnFQdhdDrmtC,Put Your Finger in the Air - Instrumental,0,5uC3TXF7LKZ7LNA7Ox38i5,Bob McGrath,10,546
5xYCSdkSh2cwwVwwM2XXNN,Let's Shake,0,2iYByRd5wrZXBbmTyrISfC,Dan Zanes,33,9487
5IiMclvQEq45GYUUaYsObe,Laugh in Any Language,0,1SEH21Wpr3Bb3gnsLcjfvG,The Jimmies,4,437
0492IIwZ3Pq37ckkvEghw5,My Name Is Daffy Dave,0,2RnlpGzRPhsvjPVOxTM1IK,Daffy Dave,6,94
6T8cDr9P6anYtaORts1Wd1,So Long Song,22,5MsqyZmnhUnunQgMSdJ4cV,Blues Clues,28,10438
42bn2q8MMOBZDsfdgzMQSp,The Pirates Who Don't Do Anything (Silly Song),18,4QKx7KohkWZAOkO4sI3GRx,VeggieTales,52,89603
2fyTvrL2OA9VgVc9Hgvff2,Bad Day,0,1SCWcYnoEh1978ycTDhZoW,Alvin & The Chipmunks,56,174486
2lENjjnvVaHFdfs7Zz02lp,Jack Tar on Shore - with Broken Social Scene,0,2iYByRd5wrZXBbmTyrISfC,Dan Zanes,33,9487
7cG871nZnqd1gFRzYEBijn,Arty Hearty,1,16bQMPJOGcGChfGW0ygo4Z,Baby Genius,1,127
7exER11O6jaBmUWhOvWRGh,Wade in the Water,33,2AdaJlzNcOpdrvMSBN92Wp,Ella Jenkins,34,10263
4PSgx8uleKin89LFvvSXf9,"Dora The Explorer Party Mix (including ""Dora The Explorer Theme"" & ""Travel Song"")",26,4zMssRZ6iG7sJm54RwFozt,Dora The Explorer,45,63094
3dn3F9QgTguFzBhaLSmITp,Green Food,0,11495MVeGINubWTbeK0gBp,Miss Amy,0,44
3CWiyGDaLRKVUS6ahKiAv1,We're Doing a Sequel,41,0czJqnJDu3vWrLHmsbLunu,The Muppets,54,56944
7ibp0dEFgvmRHrSjw5Vw5z,I'd Like To Be A Bubble,0,4gXKPJaixsB5DqiP5iV2cC,Tweenies,14,2736
3D8JoB1xCsSt5tlwix7nce,Ants,0,3Vw70LLDzGNLRYS67gCElz,Banana Slug String Band,9,968
3dGcv579QV9azJ3nKLmGis,Play Blue's Clues,29,5MsqyZmnhUnunQgMSdJ4cV,Blues Clues,28,10438
6l5EGPtRysKzwd4LvRP8gm,Welcome Table,0,2iYByRd5wrZXBbmTyrISfC,Dan Zanes,33,9487
