track_id,track_name,track_popularity,artist_id,artist_name,artist_popularity,artist_followers
2LjmbI7LJt0RDg612cBi7U,Summer Love,0,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,84,28271703
6maXBs9zUY48m1UNHgTeRC,Major Minus,48,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,88,40064381
5VsKPXhZ1eXWSk8ndAxc54,There's A Kind Of Hush (Re-Recorded),0,48YxSlb23RAaCd4RyHcV9V,Herman's Hermits,50,419558
0cXm3QqepHVzXKdm73sqkl,Beetlebum,47,7MhMgCo0Bl0Kukl93PZbYS,Blur,68,2672511
7CnOtdsHghoRY8f5bqUBaM,R.I.P. (feat. Tinie Tempah),33,5CCwRZC6euC8Odo6y9X8jr,Rita Ora,72,7736362
0jv5OcbvTUHgO8FgHhya8b,Kiss With A Fist,52,1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,74,6096678
0xCA70t1ZA4fa9UOE0lIJm,I'm a Mess,64,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,90,105492653
7Dy1LOaEeuYOEe5k17T3Rh,China Girl - 2002 Remaster,52,0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,76,8735647
5idxI74LP1QrwcMEzw4hkP,Cast No Shadow,0,2DaxqgrOhkeH0fpeiQq2f4,Oasis,75,7964681
2Fj2oah3ab05Oju8cY3Wj8,Every Little Thing She Does Is Magic,0,5NGO30tJxFlKixkPSgXcFE,The Police,74,5206183
5Z0yP7nqSVpedq48IqLZC2,Daydreamer,0,4dpARuHxo51G3z768sgnrY,Adele,84,44110183
4QjhTEN5goV16V5HtQsuMf,Short Ride in a Fast Machine,0,35OhI7DSls022v9Bz9r0VZ,John Adams,38,55811
3y9uQIatvsOg3tI8mPK8u4,"String Quartet in D Major, Op. 64/5: Adagio cantabile",18,656RXuyw7CE0dtjdPgjJV6,Joseph Haydn,56,547216
7iU27HhWtvJsA2xENCDgB9,"Sonata for Flute and Piano, FP.164: 1. Allegro malincolico",5,4IAWVxo2fpTBPn6k7GZ3eY,Francis Poulenc,48,33680
0nqjaaZQtY9fgl1M9qjssn,A Broken Wing,52,3P33qFNGBVXl86yQYWspFj,Martina McBride,59,1221799
4ubYnxmt3qW3wZdqMZbqOh,East Bound and Down,52,3kvy8do7n0qVqvlNFS4yOF,Jerry Reed,53,347342
6Ymvlzom4TQeoKqAWsZRD8,Somethin' 'Bout A Truck,67,2hJPr4lk7Q8SSvCVBl9fWM,Kip Moore,61,1177608
4bWlAEbGHhPKQNjhTstN2p,Free,0,6yJCxee7QumYr820xdIsjo,Zac Brown Band,71,3357416
4x7Di9FZJXJoxHjLxjImmp,Hell Of A Night,55,1dID9zgn0OV0Y8ud7Mh2tS,Dustin Lynch,65,1951261
1IPFnPe6YsyzGePYS3ME2v,A Different World,0,5sVu3ObJTpiln7yRQkMuje,Bucky Covington,45,130339
1YmT3bHeND3IQQ1WLH03jQ,Holdin' Her,44,60gmlHZmT16wiO9GiXKYK9,Chris Janson,58,292492
57I7CUbXo4XlWuTVB8pXW6,I Go Back,63,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,70,4121219
7zE9E6iBKPCwCW6orDoY4X,Thinkin' Problem,55,7y9COUDxusQXRjW95vOubE,David Ball,44,96608
56PtcCDfdpMYt4LUULMEJx,Break On Me,30,0u2FHSq3ln94y5Q57xazwf,Keith Urban,70,4933681
4GRAeQkheUKfZP475W9fkP,Yeah Yeah - D Ramirez Radio Edit,0,3FVJvsdVNbVmydSuI22Z5v,Bodyrox,40,6689
4ehErMHPM40f92dks3vb2p,Ghost - Lost Kings Remix,41,26VFTg2z8YR0cCuwLzESi2,Halsey,82,18852443
1S7uWJaZzsJ5FTMtdaXSsM,Spectacular,4,5rtUB1LC4Dvs0di3J1dQwy,Seymour Bits,6,1443
