track_id,track_name,track_popularity,artist_id,artist_name,artist_popularity,artist_followers
6csLL0MBNVIMx19PfsKsW7,In the Ghetto,50,43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,80,7495646
75wP08AtMfGfjk0nPdvVw3,Runnin' Down A Dream,0,4tX2TplrkIP4v05BNC903e,Tom Petty and the Heartbreakers,66,2397229
3k4NN1toPhPi7idAtJSrHZ,Bodies,0,1E4r4z7ivGUcSAnCbINJ9v,Drowning Pool,60,1712515
1tsOB58QHINgc2FEJylsLP,Foxey Lady,44,776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,70,5908806
05pKAafT85jeeNhZ6kq7HT,I Won't Give Up,64,4phGZZrJZRo4ElhRtViYdl,Jason Mraz,72,6856337
5PsMbxhgWpJMsouEfDTX6r,Locked out of Heaven,43,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,87,44538470
0w9LJae3sVlZlH2CnxTInF,God Gave Me You,61,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,72,6754298
3vi85V6MSvFs0j720UxoAF,Smash Into You,45,6vWDO969PvNqNYHIOW5v0m,Beyoncé,86,32772772
2wz9T22pzkpKNuaWLBnY28,My Girl,0,3RwQ26hR2tJtA8F9p2n7jG,The Temptations,66,2556893
1o0VqR64M85KKmWxz4JEGW,How Do I Breathe,0,20s0P9QLxGqKuCsGwFsp7w,Mario,65,2929550
7kz6GbFr2MCI7PgXJOdq8c,Barbie Girl,0,6kBjAFKyd0he7LiA5GQ3Gz,Aqua,61,470891
1NrJYpdAi7uosDRPmSYrsG,Apologize,69,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,84,14587655
4dTVgHZFPlaq9nPbLVVLSG,Closer,58,5e1BZulIiYWPRm8yogwUYH,Tegan and Sara,59,596261
5vTPxzm4h2bY9rYyVrGEU5,Really Don't Care,69,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,79,23654521
7E6e5lZPJ5BgahnsJanAsP,Emotion,45,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,70,5936011
3ShCJTrnhjvUpL234S4QbJ,Stay,39,6kIgB5cLdAQ1ctIgs9lrkS,Shaun Reynolds,35,11209
7EKTo6rVJ3XSS7QTd6ep2j,Look At Me Now,0,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,87,17592595
3Yt9lRtS5V4nbJnwcgFgvC,You Da One,68,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,89,51162263
1U1GtaJeYwGsPgqV9Me5bb,Hold You in My Arms,61,6DoH7ywD5BcQvjloe9OcIj,Ray LaMontagne,63,951264
7hR5toSPEgwFZ78jfHdANM,Half of My Heart,64,0hEurMDQu99nJRq8pTxO14,John Mayer,77,5687432
51FpzuGkRYXFgsE2zXt9av,When a Man Loves a Woman,67,3rRmDmzPcAFwcUDvG5gBqO,Percy Sledge,53,445750
1CNJyTUh56oj3OCZOZ5way,Party Rock Anthem,0,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,66,4106317
